Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785953677,20,,Aggregated,32.200000,0.000000,28,36,42,46,64,82,94,100,110,110,110,495,0,28,34.818239828277775,15.914667000288318,111.87429100027657,1194.7757575757576
1785953678,20,,Aggregated,31.800000,0.000000,28,35,42,45,62,80,88,96,110,110,110,524,0,28,34.34669347518159,15.914667000288318,111.87429100027657,1194.118320610687
1785953679,20,,Aggregated,31.500000,0.000000,27,34,41,44,61,77,87,96,110,110,110,556,0,27,33.80771696941161,15.914667000288318,111.87429100027657,1194.4622302158273
1785953680,20,,Aggregated,32.100000,0.000000,28,35,41,46,63,76,87,96,110,110,110,590,0,28,34.188324315238205,15.914667000288318,111.87429100027657,1194.7389830508475
1785953681,20,,Aggregated,32.300000,0.000000,28,34,41,46,64,77,88,95,110,110,110,621,0,28,34.4048845474841,15.914667000288318,111.87429100027657,1195.1046698872785
1785953682,20,,Aggregated,32.200000,0.000000,28,35,42,46,63,76,87,95,110,110,110,654,0,28,34.59844089600899,15.914667000288318,111.87429100027657,1194.6681957186545
1785953683,20,,Aggregated,32.000000,0.000000,28,34,41,46,62,76,87,95,110,110,110,682,0,28,34.20727402491456,15.914667000288318,111.87429100027657,1194.4897360703812
1785953684,20,,Aggregated,31.600000,0.000000,28,34,40,45,61,75,86,95,110,110,110,718,0,28,33.84810087046037,15.914667000288318,111.87429100027657,1194.593314763231
1785953685,20,,Aggregated,32.100000,0.000000,28,34,41,45,61,75,86,95,110,110,110,746,0,28,33.96464115548318,15.914667000288318,111.87429100027657,1194.7439678284181
1785953686,20,,Aggregated,31.600000,0.000000,28,35,41,45,61,75,86,95,110,110,110,780,0,28,34.129584474351596,15.914667000288318,111.87429100027657,1194.9115384615384
1785953687,20,,Aggregated,31.900000,0.000000,28,35,41,44,58,74,86,94,110,110,110,811,0,28,33.92698399012641,15.914667000288318,111.87429100027657,1194.9469790382245
1785953688,20,,Aggregated,31.800000,0.000000,28,34,41,44,57,73,86,94,110,110,110,843,0,28,33.78498252430588,15.864707999753591,111.87429100027657,1195.4068801897984
1785953689,20,,Aggregated,32.100000,0.000000,28,34,40,44,57,73,85,94,110,110,110,872,0,28,33.55674189792745,15.864707999753591,111.87429100027657,1195.4518348623853
1785953690,20,,Aggregated,31.400000,0.000000,28,34,39,43,56,71,84,94,110,110,110,908,0,27,33.17018480725944,15.864707999753591,111.87429100027657,1195.2753303964757
1785953691,20,,Aggregated,31.500000,0.000000,27,34,38,43,55,71,84,94,110,110,110,943,0,27,32.90986140189986,15.864707999753591,111.87429100027657,1195.1134676564157
1785953692,20,,Aggregated,31.800000,0.000000,27,33,39,43,56,71,84,94,110,110,110,974,0,27,32.944566617034276,15.864707999753591,111.87429100027657,1195.2053388090349
1785953693,20,,Aggregated,31.700000,0.000000,27,33,38,43,55,70,84,93,100,110,110,1005,0,27,32.739158923377275,15.864707999753591,111.87429100027657,1195.2139303482586
1785953694,20,,Aggregated,32.000000,0.000000,27,33,38,42,54,70,84,93,100,110,110,1037,0,27,32.49263814850056,15.864707999753591,111.87429100027657,1195.4648023143684
1785953695,20,,Aggregated,31.800000,0.000000,27,33,38,42,54,69,84,93,100,110,110,1068,0,27,32.40708248407766,15.864707999753591,111.87429100027657,1195.5908239700375
1785953696,20,,Aggregated,32.000000,0.000000,27,33,38,42,54,68,84,93,100,110,110,1097,0,27,32.36099955514793,15.864707999753591,111.87429100027657,1195.4603463992707
1785953697,20,,Aggregated,31.900000,0.000000,27,33,38,42,54,67,84,92,100,110,110,1129,0,27,32.38868339592454,15.864707999753591,111.87429100027657,1195.587245349867
1785953698,20,,Aggregated,32.000000,0.000000,27,33,38,43,54,70,84,92,100,110,110,1164,0,27,32.64548304209664,15.864707999753591,111.87429100027657,1195.839347079038
1785953699,20,,Aggregated,31.500000,0.000000,27,33,38,43,54,69,84,92,100,110,110,1195,0,27,32.41791207196892,15.864707999753591,111.87429100027657,1195.8083682008369
1785953700,20,,Aggregated,31.900000,0.000000,27,33,38,42,54,68,84,89,100,110,110,1225,0,27,32.27641361469996,15.864707999753591,111.87429100027657,1195.8987755102041
1785953701,20,,Aggregated,32.200000,0.000000,27,33,37,41,53,68,84,89,100,110,110,1255,0,27,32.09738503506575,15.864707999753591,111.87429100027657,1195.7418326693228
1785953702,20,,Aggregated,32.000000,0.000000,27,33,37,41,53,67,84,89,100,110,110,1287,0,27,32.12286024554148,15.864707999753591,111.87429100027657,1195.6045066045067
1785953703,20,,Aggregated,31.500000,0.000000,27,33,38,42,53,68,84,94,140,140,140,1317,0,27,32.38091481018346,15.864707999753591,143.60691699948802,1195.8200455580866
1785953704,20,,Aggregated,31.500000,0.000000,27,33,37,41,53,67,84,94,140,140,140,1348,0,27,32.25217675223295,15.864707999753591,143.60691699948802,1195.7870919881307
1785953705,20,,Aggregated,31.300000,0.000000,27,33,37,41,53,67,84,94,140,140,140,1379,0,27,32.1396706033417,15.864707999753591,143.60691699948802,1195.6939811457578
1785953706,20,,Aggregated,31.000000,0.000000,27,33,37,41,52,67,84,93,140,140,140,1413,0,27,32.08164482449176,15.864707999753591,143.60691699948802,1195.6829440905874
1785953707,20,,Aggregated,31.000000,0.000000,27,33,37,41,52,66,84,93,140,140,140,1448,0,27,32.055666588402076,15.864707999753591,143.60691699948802,1195.5704419889503
1785953708,20,,Aggregated,31.100000,0.000000,27,33,37,41,53,67,84,93,140,140,140,1478,0,27,32.19379466238482,15.864707999753591,143.60691699948802,1195.3518267929635
1785953709,20,,Aggregated,31.400000,0.000000,27,33,37,41,53,67,83,92,140,140,140,1507,0,27,32.153562272068235,15.864707999753591,143.60691699948802,1195.35500995355
1785953710,20,,Aggregated,31.700000,0.000000,27,33,38,41,52,66,83,92,140,140,140,1539,0,27,32.11583436972293,15.864707999753591,143.60691699948802,1195.4795321637428
1785953712,20,,Aggregated,31.200000,0.000000,27,33,37,41,52,67,82,92,140,140,140,1573,0,27,32.06503412651195,15.864707999753591,143.60691699948802,1195.490146217419
1785953713,20,,Aggregated,31.000000,0.000000,27,33,38,42,53,69,85,100,160,170,170,1604,0,27,32.805941822320996,15.864707999753591,165.1162079997448,1195.4495012468828
1785953714,20,,Aggregated,31.400000,0.000000,27,33,37,41,53,68,85,100,160,170,170,1637,0,27,32.6772749547952,15.864707999753591,165.1162079997448,1195.4862553451435
1785953715,20,,Aggregated,31.500000,0.000000,27,33,37,41,53,68,84,100,160,170,170,1668,0,27,32.5442976990388,15.864707999753591,165.1162079997448,1195.404076738609
1785953716,20,,Aggregated,31.700000,0.000000,27,33,37,41,53,67,84,100,160,170,170,1701,0,27,32.56016844267776,15.864707999753591,165.1162079997448,1195.467372134039
1785953717,20,,Aggregated,32.000000,0.000000,27,33,37,41,53,68,84,100,160,170,170,1729,0,27,32.640261941003466,15.864707999753591,165.1162079997448,1195.504916136495
1785953718,20,,Aggregated,32.100000,0.000000,27,33,37,41,53,68,84,100,160,170,170,1759,0,27,32.5786710824304,15.864707999753591,165.1162079997448,1195.6372939169983
1785953719,20,,Aggregated,31.400000,0.000000,27,33,37,41,53,68,84,100,160,170,170,1793,0,27,32.56619690964584,15.864707999753591,165.1162079997448,1195.5448968209705
1785953720,20,,Aggregated,31.400000,0.000000,27,33,37,41,53,67,84,96,160,170,170,1824,0,27,32.478826970393165,15.864707999753591,165.1162079997448,1195.686951754386
1785953721,20,,Aggregated,31.300000,0.000000,27,33,37,40,53,67,84,96,160,170,170,1857,0,27,32.367123889603995,15.864707999753591,165.1162079997448,1195.7646742057082
1785953722,20,,Aggregated,31.300000,0.000000,27,33,37,41,53,67,84,96,160,170,170,1885,0,27,32.440221344296,15.864707999753591,165.1162079997448,1195.819098143236
1785953723,20,,Aggregated,31.700000,0.000000,27,33,37,41,53,67,84,96,160,170,170,1919,0,27,32.40661322198852,15.864707999753591,165.1162079997448,1195.7634184471078
1785953724,20,,Aggregated,31.200000,0.000000,27,33,37,40,52,67,84,96,160,170,170,1953,0,27,32.233024269838765,15.864707999753591,165.1162079997448,1195.7060931899641
1785953725,20,,Aggregated,31.400000,0.000000,27,33,37,40,52,67,84,96,160,170,170,1985,0,27,32.19576117984758,15.864707999753591,165.1162079997448,1195.655919395466
1785953726,20,,Aggregated,31.400000,0.000000,27,33,37,40,52,66,83,95,160,170,170,2014,0,27,32.21392876265987,15.864707999753591,165.1162079997448,1195.6494538232373
1785953727,20,,Aggregated,31.400000,0.000000,27,33,37,40,52,66,83,95,160,170,170,2047,0,27,32.14311900879268,15.864707999753591,165.1162079997448,1195.7098192476794
1785953728,20,,Aggregated,31.000000,0.000000,27,33,37,40,52,66,82,95,160,170,170,2079,0,27,32.07839409379441,15.864707999753591,165.1162079997448,1195.7503607503606
1785953729,20,,Aggregated,31.000000,0.000000,27,33,37,40,52,65,82,95,160,170,170,2107,0,27,31.988536202658793,15.864707999753591,165.1162079997448,1195.5695301376365
1785953730,20,,Aggregated,32.000000,0.000000,27,33,37,40,51,65,82,95,160,170,170,2143,0,27,31.97692836584201,15.864707999753591,165.1162079997448,1195.542697153523
1785953731,20,,Aggregated,32.000000,0.000000,27,33,36,40,51,65,82,95,160,170,170,2177,0,27,31.89219259715222,15.864707999753591,165.1162079997448,1195.6655948553055
1785953732,20,,Aggregated,31.600000,0.000000,27,33,37,40,51,65,80,94,160,170,170,2212,0,27,31.891195067359252,15.864707999753591,165.1162079997448,1195.637432188065
1785953733,20,,Aggregated,31.600000,0.000000,27,33,37,40,51,65,80,94,160,170,170,2241,0,27,31.942782308790772,15.864707999753591,165.1162079997448,1195.6863007585898
1785953734,20,,Aggregated,32.100000,0.000000,27,33,37,40,51,65,80,94,160,170,170,2276,0,27,31.95824382645122,15.864707999753591,165.1162079997448,1195.5276801405976
1785953735,20,,Aggregated,32.300000,0.000000,27,33,37,40,51,66,82,95,160,170,170,2308,0,27,32.07300620840682,15.864707999753591,165.1162079997448,1195.5142980935875
1785953736,20,,Aggregated,32.500000,0.000000,27,33,37,40,51,66,82,95,160,170,170,2339,0,27,31.99336033647039,15.864707999753591,165.1162079997448,1195.4647285164601
1785953737,20,,Aggregated,32.500000,0.000000,27,33,37,40,51,65,82,95,160,170,170,2373,0,27,31.945076394860465,15.502082999773847,165.1162079997448,1195.5010535187525
